Date,Time,TimeStamp,Temp_unit,Temp
2/16/2023,2:27:00,PM,C,-14
2/16/2023,3:27:00,PM,C,-14
2/16/2023,4:27:00,PM,C,-13
2/16/2023,5:27:00,PM,C,-12
2/16/2023,6:27:00,PM,C,-11.5
2/16/2023,7:27:00,PM,C,-11
2/16/2023,8:27:00,PM,C,-11.5
2/16/2023,9:27:00,PM,C,-12
2/16/2023,10:27:00,PM,C,-13
2/16/2023,11:27:00,PM,C,-13.5
2/17/2023,12:27:00,AM,C,-14.5
2/17/2023,1:27:00,AM,C,-15
2/17/2023,2:27:00,AM,C,-15.5
2/17/2023,3:27:00,AM,C,-16
2/17/2023,4:27:00,AM,C,-16.5
2/17/2023,5:27:00,AM,C,-16.5
2/17/2023,6:27:00,AM,C,-16.5
2/17/2023,7:27:00,AM,C,-16.5
2/17/2023,8:27:00,AM,C,-16.5
2/17/2023,9:27:00,AM,C,-16.5
2/17/2023,10:27:00,AM,C,-16
2/17/2023,11:27:00,AM,C,-16
2/17/2023,12:27:00,PM,C,-11.5
2/17/2023,1:27:00,PM,C,-13
2/17/2023,2:27:00,PM,C,-13
2/17/2023,3:27:00,PM,C,-13
2/17/2023,4:27:00,PM,C,-13
2/17/2023,5:27:00,PM,C,-12.5
2/17/2023,6:27:00,PM,C,-12
2/17/2023,7:27:00,PM,C,-12
2/17/2023,8:27:00,PM,C,-12
2/17/2023,9:27:00,PM,C,-12
2/17/2023,10:27:00,PM,C,-12
2/17/2023,11:27:00,PM,C,-12.5
2/18/2023,12:27:00,AM,C,-12.5
2/18/2023,1:27:00,AM,C,-13
2/18/2023,2:27:00,AM,C,-13
